FROMNODENO,TONODENO,ID,FLAG,TJL,FS,TRAFFIC
10258,10264,31894.0,0,5,38.0,"B,C,W"
10261,10259,31890.0,0,5,40.0,"B,C,W"
10264,2173,31896.0,0,5,40.0,"B,C,W"
10255,10258,31888.0,0,5,40.0,"B,C,W"
2172,10263,31900.0,0,5,40.0,"B,C,W"
10262,2172,31904.0,0,5,40.0,"B,C,W"
10259,10254,31886.0,0,5,39.0,"B,C,W"
2173,10261,31892.0,0,5,36.0,"B,C,W"
2189,10260,31884.0,0,5,44.0,"B,C,W"
10258,10259,31882.0,0,5,41.0,"B,C,W"
10257,2188,31880.0,0,5,35.0,"B,C,W"
2188,10256,31878.0,0,5,40.0,"B,C,W"
10254,10255,31876.0,0,5,39.0,"B,C,W"
10253,2189,31874.0,0,5,40.0,"B,C,W"
7275,1952,2758.0,0,5,32.7,"B,C,W"
758,7275,1004.0,0,5,40.6,"B,C,W"
1280,9819,31246.0,0,5,42.2,"B,C,W"
9820,1280,31244.0,0,5,42.2,"B,C,W"
9800,9807,30096.0,0,5,42.4,"B,C,W"
4300,9800,30094.0,0,5,42.4,"B,C,W"
2790,4300,30092.0,0,5,36.35,"B,C,W"
2896,2790,30090.0,0,5,38.4,"B,C,W"
7274,2896,30088.0,0,5,43.9,"B,C,W"
2530,7274,30086.0,0,5,37.9,"B,C,W"
9806,2530,30084.0,0,5,37.8,"B,C,W"
1314,1281,30048.0,0,5,44.7,"B,C,W"
9813,1313,30046.0,0,5,44.7,"B,C,W"
9799,9800,30002.0,0,5,39.7,"B,C,W"
3614,3611,29662.0,0,4,50.8,"B,C,W"
8652,1350,26244.0,0,4,50.7,"B,C,W"
1350,1864,26246.0,0,4,53.5,"B,C,W"
55,450,2668.0,0,5,41.0,"B,C,W"
450,2825,576.0,0,5,41.0,"B,C,W"
8654,7039,26050.0,0,4,53.1,"B,C,W"
3614,8654,26048.0,0,4,46.2,"B,C,W"
4372,8654,26046.0,0,5,36.8,"B,C,W"
286,8652,26042.0,0,5,38.3,"B,C,W"
8652,8653,26040.0,0,5,38.3,"B,C,W"
7040,1445,26036.0,0,4,48.6,"B,C,W"
1446,7056,26034.0,0,3,56.3,"B,C,W"
4129,4130,22894.0,0,3,59.8,"B,C,W"
5107,5109,22130.0,0,5,37.25,"B,C,W"
7272,1561,21092.0,0,5,32.35,"B,C,W"
1562,2520,21090.0,0,5,30.55,"B,C,W"
2522,7273,21078.0,0,4,48.2,"B,C,W"
7056,7040,25932.0,0,4,48.9,"B,C,W"
7056,7057,20504.0,0,4,54.4,"B,C,W"
7038,7039,17666.0,0,4,46.7,"B,C,W"
1506,1694,14602.0,0,4,49.6,"B,C,W"
1694,2515,14604.0,0,4,52.9,"B,C,W"
1504,164,14606.0,0,4,50.7,"B,C,W"
5706,5705,14610.0,0,4,52.1,"B,C,W"
5705,1504,14612.0,0,3,59.8,"B,C,W"
1505,5706,14608.0,0,3,58.0,"B,C,W"
166,5706,14598.0,0,5,40.0,"B,C,W"
5705,166,14596.0,0,5,44.5,"B,C,W"
164,2515,14594.0,0,4,51.9,"B,C,W"
2515,164,14614.0,0,4,49.0,"B,C,W"
2454,1506,14600.0,0,4,54.1,"B,C,W"
164,2454,14590.0,0,3,55.4,"B,C,W"
2173,5109,20178.0,0,5,35.5,"B,C,W"
5108,5107,12748.0,0,5,40.1,"B,C,W"
927,1407,12214.0,0,4,53.9,"B,C,W"
2384,589,11804.0,0,4,48.6,"B,C,W"
4575,4576,11226.0,0,3,57.1,"B,C,W"
4574,4575,11224.0,0,3,61.6,"B,C,W"
4242,4571,11222.0,0,3,55.4,"B,C,W"
4569,4242,11220.0,0,3,62.2,"B,C,W"
4572,4573,11218.0,0,3,62.1,"B,C,W"
4573,4569,11216.0,0,3,60.2,"B,C,W"
4572,4571,11214.0,0,3,56.2,"B,C,W"
4568,4572,11212.0,0,3,62.6,"B,C,W"
4571,4570,11210.0,0,3,60.4,"B,C,W"
4570,4567,11206.0,0,3,59.5,"B,C,W"
4569,4567,11204.0,0,3,64.4,"B,C,W"
4567,4568,11202.0,0,3,61.3,"B,C,W"
4373,4371,10712.0,0,4,46.05,"B,C,W"
4371,3612,10704.0,0,4,49.2,"B,C,W"
2762,2761,10552.0,0,3,61.5,"B,C,W"
2761,2927,10550.0,0,3,60.5,"B,C,W"
1599,1271,10410.0,0,3,63.3,"B,C,W"
1845,4298,10406.0,0,3,56.6,"B,C,W"
4298,910,10402.0,0,4,48.0,"B,C,W"
4126,4122,10186.0,0,4,54.5,"B,C,W"
4124,4127,10184.0,0,3,59.5,"B,C,W"
4128,4129,19882.0,0,3,58.1,"B,C,W"
4122,4128,9972.0,0,4,53.5,"B,C,W"
4123,4128,9970.0,0,5,44.5,"B,C,W"
4126,4123,9968.0,0,3,62.7,"B,C,W"
4123,4127,9966.0,0,4,54.0,"B,C,W"
4127,4125,9964.0,0,3,58.1,"B,C,W"
4125,4126,9962.0,0,3,58.8,"B,C,W"
3933,927,9518.0,0,3,62.5,"B,C,W"
925,2519,9516.0,0,3,57.6,"B,C,W"
653,925,9514.0,0,3,58.6,"B,C,W"
2519,3933,9512.0,0,3,58.3,"B,C,W"
926,3933,9510.0,0,4,50.1,"B,C,W"
3611,3612,8824.0,0,4,47.8,"B,C,W"
3548,1356,8572.0,0,4,54.6,"B,C,W"
2303,3548,8570.0,0,5,41.2,"B,C,W"
3001,3286,8398.0,0,4,54.7,"B,C,W"
3403,3287,8346.0,0,3,57.4,"B,C,W"
3236,3000,19698.0,0,3,63.1,"B,C,W"
3269,3471,8152.0,0,4,53.2,"B,C,W"
3269,3268,8150.0,0,4,53.1,"B,C,W"
3440,3236,19688.0,0,4,45.5,"B,C,W"
3286,3403,7882.0,0,3,57.2,"B,C,W"
3360,3269,7768.0,0,4,54.9,"B,C,W"
3287,3001,7592.0,0,4,52.2,"B,C,W"
3267,3269,7558.0,0,3,55.8,"B,C,W"
2196,2197,6964.0,0,4,54.8,"B,C,W"
2198,2196,6962.0,0,3,55.0,"B,C,W"
2172,2190,6952.0,0,5,30.0,"B,C,W"
2813,2111,6710.0,0,5,38.2,"B,C,W"
2111,909,6424.0,0,5,38.6,"B,C,W"
909,1845,6422.0,0,4,52.0,"B,C,W"
1701,56,6100.0,0,4,45.7,"B,C,W"
2564,2813,6060.0,0,5,41.6,"B,C,W"
1272,2813,6058.0,0,4,47.0,"B,C,W"
2760,2762,5812.0,0,3,63.0,"B,C,W"
2759,2760,5808.0,0,3,61.3,"B,C,W"
2516,653,5778.0,0,3,56.7,"B,C,W"
2564,1599,5012.0,0,4,52.2,"B,C,W"
1951,2564,5010.0,0,5,43.1,"B,C,W"
1612,1919,4966.0,0,5,44.6,"B,C,W"
1919,1613,4964.0,0,5,39.1,"B,C,W"
926,2516,4832.0,0,4,47.4,"B,C,W"
2383,2384,4400.0,0,4,48.1,"B,C,W"
590,2383,4398.0,0,4,47.4,"B,C,W"
1356,2303,4144.0,0,4,46.8,"B,C,W"
1189,2198,3854.0,0,4,52.5,"B,C,W"
2197,1189,3852.0,0,3,58.1,"B,C,W"
910,1951,3254.0,0,4,53.8,"B,C,W"
654,1702,3248.0,0,3,63.5,"B,C,W"
1864,1865,3068.0,0,4,45.9,"B,C,W"
1702,1188,2670.0,0,3,63.0,"B,C,W"
1613,1611,2460.0,0,5,44.0,"B,C,W"
1611,1612,2458.0,0,5,39.3,"B,C,W"
1445,1446,25912.0,0,3,55.8,"B,C,W"
1407,926,2072.0,0,4,51.5,"B,C,W"
1271,1272,1812.0,0,4,50.9,"B,C,W"
1188,652,1674.0,0,3,63.4,"B,C,W"
925,926,1232.0,0,4,47.5,"B,C,W"
909,910,1208.0,0,5,43.8,"B,C,W"
652,654,848.0,0,3,61.7,"B,C,W"
589,590,764.0,0,4,45.8,"B,C,W"
56,54,66.0,0,5,43.2,"B,C,W"
